Id	Sent1	Sent2	STANFORD_IDENTITY	STANFORD_SOFT	STANFORD_HYBRID	UD_IDENTITY	UD_SOFT	UD_HYBRID	CONST_IDENTITY	STANFORD_EMBED	STANFORD_HYBRID_EMBED	UD_EMBED	UD_HYBRID_EMBED	BASE_VECTOR_STANFORD	BASE_JACC_WORD	BASE_JACC_POSTAG	BASE_JACC_RELATION_STANFORD	BASE_VECTOR_UD	BASE_JACC_RELATION_UD	Score	Label
73	Two children are lying in the snow and are making snow angels	Two people in snowsuits are lying in the snow and making snow angels	0.2485481440883598	0.5824761559417787	0.4153171997779971	0.2848076657387152	0.6171610110013229	0.4509710760216635	0.3508627271788105	0.4360510664508832	0.4153171997779971	0.462450336404275	0.5349412895182946	0.9243363213059627	0.75	0.75	0.75	0.9243363213059627	0.75	4.2	NEUTRAL
77	People wearing costumes are gathering in a forest and are looking in the same direction	Masked people are looking in the same direction in a forest	0.12978139277449907	0.22945846161295286	0.14683437251094977	0.11189261049421527	0.1859075999180954	0.12185977533518638	0.2782795423038806	0.11743563666549224	0.14683437251094977	0.1100718307340134	0.13068390029368993	0.8581136291365753	0.5333333611488342	0.5333333611488342	0.5	0.8581136291365753	0.5	4.4	ENTAILMENT
78	People wearing costumes are gathering in a forest and are looking in the same direction	People wearing costumes are scattering in a forest and are looking in different directions	0.03530732506435827	0.7557190889400606	0.3566120563913967	0.016559129779132136	0.5774311563504595	0.22654953932864338	1.0	0.03995535362014209	0.3566120563913967	0.02513109359642443	0.27457957659380366	0.9615239476408232	0.5625	0.5625	0.6428571343421936	0.9615239476408232	0.6428571343421936	3.2	NEUTRAL
79	People are looking at some costumes gathered in the vicinity of the forest	People wearing costumes are gathering in a forest and are looking in the same direction	0.006304702261828739	0.17218385213283172	0.05331320053624126	0.0019311868021784965	0.11918499238367485	0.03531343436383959	0.301608762499855	0.014477808319018806	0.05331320053624126	0.014526693183909659	0.048768644760086896	0.840492644913007	0.3888888955116272	0.3888888955116272	0.2777777910232544	0.840492644913007	0.2777777910232544	3.635	NEUTRAL
81	A little girl is looking at a woman in costume	People wearing costumes are scattering in a forest and are looking in different directions	0.0	0.10832950328384831	0.017492093521993452	0.0	0.11118076248398852	0.017276839637994288	0.31988532615142584	0.012096104402760932	0.017492093521993452	0.0	0.03656978176642664	0.6519761393619985	0.15789473056793213	0.15789473056793213	0.1111111119389534	0.6519761393619985	0.1111111119389534	2.4	NEUTRAL
82	A little girl is looking at a woman in costume	People are looking at some costumes gathered in the vicinity of the forest	0.013748371722130233	0.3066973590570514	0.05496064377024395	0.0	0.21828299234394383	0.030103971625889667	0.6555726064513759	0.04586397098457083	0.05496064377024395	0.003837739590454674	0.055979470993953215	0.85823175386454	0.15789473056793213	0.15789473056793213	0.1111111119389534	0.85823175386454	0.1111111119389534	2.6	NEUTRAL
83	A young girl is looking at a woman in costume	People wearing costumes are gathering in a forest and are looking in the same direction	0.0	0.13884804624016525	0.020259885131353936	0.0	0.11337765263682321	0.018190412180388492	0.31988532615142584	0.01446661783124136	0.020259885131353936	0.001386277236620519	0.03492356031222663	0.7894178823613726	0.15000000596046448	0.15000000596046448	0.10526315867900848	0.7894178823613726	0.10526315867900848	2.2	NEUTRAL
84	People wearing costumes are gathering in a forest and are looking in the same direction	The little girl is looking at a man in costume	0.0	0.13884804624016525	0.02025988513135394	0.0	0.1313340665926424	0.020319980358960283	0.2782795423038806	0.01446661783124136	0.02025988513135394	5.682344681900258E-4	0.04097114626622322	0.7894178823613726	0.15000000596046448	0.15000000596046448	0.10526315867900848	0.7894178823613726	0.10526315867900848	3	NEUTRAL
85	People wearing costumes are gathering in a forest and are looking in the same direction	A little girl in costume looks like a woman	0.0	0.074588027843304	0.010682894879366535	0.0	0.07694379458771054	0.016385445793988863	0.24316072645979644	0.0	0.010682894879366535	4.4701807127300153E-4	0.020562080762661753	0.6934307447952751	0.10000000149011612	0.10000000149011612	0.1111111119389534	0.6934307447952751	0.1111111119389534	2	NEUTRAL
87	A lone biker is jumping in the air	A biker is jumping in the air, alone	0.5474475406902205	0.5575549360095947	0.547923169439563	0.561599300375146	0.5733381069438858	0.5623810888254765	0.5323845734254257	0.4858876524773473	0.547923169439563	0.5550596539399073	0.560130626626846	0.9047619047619048	0.7777777910232544	0.7777777910232544	0.75	0.9047619047619048	0.75	5	ENTAILMENT
88	There is no biker jumping in the air	A lone biker is jumping in the air	0.14470131819543944	0.14283030520254056	0.13585832785309265	0.19825000441106266	0.17206120729543145	0.17170963379864657	0.3436245501167319	0.1322245502616829	0.13585832785309265	0.18270010585889732	0.16467310415245878	0.8010018789148142	0.6000000238418579	0.6000000238418579	0.4000000059604645	0.8010018789148142	0.4000000059604645	4.2	CONTRADICTION
90	A man is jumping into an empty pool	A man is jumping into a full pool	0.5211108351002661	1.0	0.6718389104922751	0.2844036697247707	1.0	0.5822463777241051	1.0	0.4870924205360126	0.6718389104922751	0.3395051633986044	0.6358285114881991	1.0	0.6000000238418579	0.6000000238418579	0.5555555820465088	1.0	0.5555555820465088	3	CONTRADICTION
91	A man is jumping into an empty pool	The man's jumper is in the empty pool	0.02606030418943738	0.26229874997403296	0.11458953551740836	0.008445612431039513	0.14736814280613036	0.06390634914446962	0.517800064461376	0.10424347215965651	0.11458953551740836	0.059234938534516154	0.0984938032758497	0.8819171036881969	0.3076923191547394	0.3076923191547394	0.1538461595773697	0.8509629433967631	0.0714285746216774	3.1	NEUTRAL
93	A lone biker is jumping in the air	A man is jumping into a full pool	0.02531915835270202	0.6595955510484892	0.19507020381231407	0.01180592158579169	0.6350848538560744	0.14383167813355552	1.0	0.1333411338870331	0.19507020381231407	0.04600228688310912	0.21109151902642664	1.0	0.23076923191547394	0.23076923191547394	0.1666666716337204	1.0	0.1666666716337204	1.7	NEUTRAL
94	The man's jumper is in the empty pool	A lone biker is jumping in the air	0.0	0.147891212501118	0.03395886554312393	0.0	0.11884337986470628	0.030320873726349635	0.517800064461376	0.00270365035241725	0.03395886554312393	0.0	0.04123347550358012	0.8819171036881969	0.2142857164144516	0.2142857164144516	0.1538461595773697	0.8509629433967631	0.1538461595773697	1.4	NEUTRAL
97	A lone biker is jumping in the air	A man is jumping into an empty pool	0.02531915835270202	0.6595955510484892	0.19507020381231407	0.01180592158579169	0.6350848538560744	0.14383167813355552	1.0	0.1333411338870331	0.19507020381231407	0.04521972266657908	0.2256268915475273	1.0	0.23076923191547394	0.23076923191547394	0.1666666716337204	1.0	0.1666666716337204	1.5	NEUTRAL
98	Four kids are doing backbends in the park	Four children are doing backbends in the park	0.45164950590524466	1.0	0.7071562943289059	0.5264029134249295	1.0	0.7455663277370537	1.0	0.8761943750545064	0.7071562943289059	0.8904693774511722	0.9331417854409498	1.0	0.7777777910232544	0.7777777910232544	0.75	1.0	0.75	4.8	ENTAILMENT
99	Four children are doing backbends in the gym	Four children are doing backbends in the park	0.721774119069991	1.0	0.8005655035898759	0.4634994206257242	1.0	0.6550884331892219	1.0	0.7080041464468703	0.8005655035898759	0.5060747599975466	0.7417985682310038	1.0	0.7777777910232544	0.7777777910232544	0.75	1.0	0.75	3.8	NEUTRAL
100	Four girls are doing backbends and playing in the garden	Four girls are doing backbends and playing outdoors	0.7440833298213275	0.7384157367117677	0.7429732549795371	0.7353163989191468	0.7300453548682826	0.7338560840052762	0.8001526572744752	0.7411676213553059	0.7429732549795371	0.685583095502965	0.7414406949267813	0.8340576562282991	0.6363636255264282	0.6363636255264282	0.6000000238418579	0.8340576562282991	0.6000000238418579	4.1	ENTAILMENT
107	A man who is playing is running with the ball in his hands	A player is running with the ball	0.17806151446551813	0.47758982039302933	0.3205707289640837	0.17571833351708951	0.4117413668383103	0.2737186595603338	0.42568675182483817	0.23018127074366185	0.3205707289640837	0.11318663259665888	0.31436158505326783	0.8891812384738003	0.4615384638309479	0.4615384638309479	0.4166666567325592	0.8891812384738003	0.4166666567325592	4.3	ENTAILMENT
112	Two groups of people are playing football	A player is running with the ball	0.0	0.0030982860643410377	0.0	0.0	0.12400307659624972	0.009178821769795916	0.38857412551684317	0.013493459650893849	0.0	0.010928372672039915	0.04646821454321845	0.47387910220727386	0.0	0.0	0.0	0.47387910220727386	0.0	2.1	NEUTRAL
113	Two teams are competing in a baseball game	A player is running with the ball	0.0	0.3678500297048625	0.03226327552539863	0.0	0.40571577962443905	0.03554133408339861	1.0	0.030305294386717984	0.03226327552539863	0.021163655578830355	0.13858768013792783	0.7789808377045201	0.0	0.0	0.0	0.7789808377045201	0.0	3	NEUTRAL
117	A player is running with the ball	Two teams are competing in a football match	0.0	0.3678500297048625	0.03226327552539863	0.0	0.40571577962443905	0.03554133408339861	1.0	0.027384116207161528	0.03226327552539863	0.01642300523209558	0.12225983159957357	0.7789808377045201	0.0	0.0	0.0	0.7789808377045201	0.0	2.6	NEUTRAL
120	Five wooden stands are in front of each child's hut	Five children are standing in front of a wooden hut	0.1091513497359699	0.17974108689875268	0.12272368543602717	0.04937399861419925	0.08912647652070735	0.04848023517219772	0.6483657619731044	0.11013095014839584	0.12272368543602717	0.048495997619826356	0.06763860959005394	0.9045340337332908	0.5	0.5	0.4615384638309479	0.8783100656536799	0.3571428656578064	3.2	NEUTRAL
122	Five kids are standing close together and one kid has a gun	Five kids are standing close together and none of the kids has a gun	0.04716399998124146	0.0511562882284052	0.04732046037650258	0.04614387203351806	0.04969888014654674	0.04626257794772271	0.17499458145496133	0.03363069540752959	0.04732046037650258	0.029730263281867102	0.053569393888321236	0.8661311391372267	0.6666666865348816	0.6666666865348816	0.5	0.8661311391372267	0.5	3.7	CONTRADICTION
124	Five kids are standing close together and none of the kids has a gun	Five children are standing in front of a wooden hut	0.009630967657152054	0.03661700740129629	0.01748031742898449	0.004516706253872007	0.031439959507447726	0.011759485881582307	0.23803741197453043	0.016559711961123675	0.01748031742898449	0.00469364838123999	0.014943503301347564	0.6779669064975022	0.2777777910232544	0.2777777910232544	0.2222222238779068	0.6779669064975022	0.2222222238779068	2.6	NEUTRAL
126	Five children are standing in a wooden hut	Five kids are standing close together and one kid has a gun	0.011130366511505578	0.09363333869473796	0.04846385684038756	0.006813481393849541	0.0724200560290068	0.03703091737371316	0.3237073712696423	0.08591932033992433	0.04846385684038756	0.06707016913605844	0.05898973731872633	0.6110100926607788	0.25	0.25	0.20000000298023224	0.6110100926607788	0.20000000298023224	2.7	NEUTRAL
127	Five wooden stands are in front of each child's hut	Five kids are standing close together and one kid has a gun	0.0	0.021134130023560967	0.005709628193253769	0.0	0.008827996809911472	0.0021745860255819546	0.13691616312742522	0.003675323493387621	0.005709628193253769	0.010612979910632215	0.00559086491065097	0.4707919090691997	0.095238097012043	0.095238097012043	0.05000000074505806	0.45714285714285713	0.05000000074505806	2.3	NEUTRAL
129	An old man is sitting in a field	A man is sitting in a field	0.6167252711730428	0.772030824186728	0.6309473510920582	0.6987462408871058	0.7917308926024361	0.6666599802659536	1.0	0.6790663305636822	0.6309473510920582	0.7029562753892314	0.7432259339629254	0.9511897312113419	0.6666666865348816	0.6666666865348816	0.625	0.9511897312113419	0.625	4.4	ENTAILMENT
130	A man is sitting in a field	A man is running in a field	0.15442320253308503	1.0	0.5780248577029283	0.1670843776106934	1.0	0.5873941911780062	1.0	0.44301228927113373	0.5780248577029283	0.4439825191567777	0.7251173161038765	1.0	0.75	0.75	1.0	1.0	1.0	2.6	NEUTRAL
131	A person is wearing a hat and is sitting on the grass	A person is sitting in a field and is wearing a hat	0.04462123074301388	0.06867297678096104	0.027354605120609082	0.0343077320775699	0.4439191183622881	0.10283331345064055	1.0	0.02401492337496862	0.027354605120609082	0.01647228443248688	0.16094937390939454	1.0	0.6153846383094788	0.6153846383094788	0.4615384638309479	1.0	0.4615384638309479	4.1	NEUTRAL
133	A person is sitting and wearing a grass hat	A person is wearing a hat and is sitting on the grass	0.018386615301376127	0.518617120117703	0.1993878338847691	0.012522548176523334	0.48155296753269494	0.17970336972696896	0.5194102148871178	0.10917720023242905	0.1993878338847691	0.10131647184486542	0.25465590295327695	0.920939263429407	0.8181818127632141	0.8181818127632141	0.5	0.920939263429407	0.5	3.4	NEUTRAL
136	A person is sitting and wearing a grass hat	A man is sitting in a field	0.017738976088623345	0.0464628025335041	0.014451035844374953	0.010697140476960658	0.20145303366165127	0.07922000677031223	0.5830270289436055	0.029027168221477207	0.014451035844374953	0.006075230424866809	0.11599421383844956	0.8094272134003795	0.3333333432674408	0.3333333432674408	0.27272728085517883	0.8094272134003795	0.27272728085517883	3.3	NEUTRAL
139	A man is sitting in a field	A person is wearing a hat and is sitting on the grass	0.014458997254140507	0.23227635706137564	0.07203064861225611	0.008149850002284633	0.21569580450988782	0.04061737512410895	0.5510067000375257	0.043595709026486955	0.07203064861225611	0.04036298805592841	0.07747931512159664	0.9369842739743565	0.2857142984867096	0.2857142984867096	0.23076923191547394	0.9369842739743565	0.23076923191547394	3.8	NEUTRAL
140	The current is being ridden by a group of friends in a raft	A group of friends are riding the current in a raft	0.05278009788315595	0.10395749646337127	0.07213682718872304	0.035243168365109837	0.09197509756455055	0.05240507092572181	0.376858259817284	0.042547585084235666	0.07213682718872304	0.0365276671059834	0.0685134361743816	0.8998200539820064	0.4375	0.3529411852359772	0.3125	0.8998200539820064	0.3125	4.9	ENTAILMENT
141	A group of friends are riding the current in a raft	A group is not riding the current in a raft	0.2699132450918185	0.40139482279146677	0.3329239448410637	0.2837636976854108	0.4267120854128588	0.3504634292336289	0.6981994727473078	0.37476462064731775	0.3329239448410637	0.4038689651203908	0.42212450001863194	0.8971499589146108	0.6153846383094788	0.6153846383094788	0.5833333134651184	0.8971499589146108	0.5833333134651184	3.7	CONTRADICTION
146	The current is being ridden by a group of friends in a raft	This group of people is practicing water safety and wearing preservers	0.007470614156544887	0.04013993129884204	0.01763855756732244	0.0	0.026594555445056758	0.007392334487899323	0.3135774776212879	0.0	0.01763855756732244	0.001424882236278595	0.011626451603620047	0.6686507980379898	0.15000000596046448	0.15000000596046448	0.10526315867900848	0.6686507980379898	0.10526315867900848	3.2	NEUTRAL
148	A group of friends are riding the current in a raft	This group of people is practicing water safety and wearing preservers	0.007189862960167329	0.1747837771184176	0.04506667502779354	0.0	0.060536476341489266	0.014495581769911982	0.488300286314022	0.018673591829843437	0.04506667502779354	0.007949842364732146	0.027899152375599326	0.7068454221751479	0.10000000149011612	0.10000000149011612	0.1111111119389534	0.7068454221751479	0.1111111119389534	3.1	NEUTRAL
150	A deer is jumping over a fence	A deer isn't jumping over the fence	0.5966790036386416	0.715069432137756	0.6075833852109284	0.39073610145816895	0.7184502510682462	0.5545931762632075	1.0	0.5966790036386416	0.6075833852109284	0.3724251323050113	0.5749927124749169	0.9459053029269173	0.6666666865348816	0.6666666865348816	0.625	0.9459053029269173	0.625	3.9	CONTRADICTION
159	People are walking inside a building that has many murals on it	People are walking outside a building that has many murals on it	0.4042623754111134	1.0	0.7021311877055566	0.5567486351184193	1.0	0.7783743175592097	1.0	0.8206588716660458	0.7021311877055566	0.8652627298221339	0.9327169083288007	1.0	0.8461538553237915	0.8461538553237915	0.8333333134651184	1.0	0.8333333134651184	3.4	NEUTRAL
161	Several people are in front of a colorful building	Nobody is in front of the colorful building	0.26485598484981737	0.618680693981306	0.4299558614381702	0.1395754205296409	0.626041926879257	0.32619452416071004	1.0	0.2589391565908849	0.4299558614381702	0.12972106900858965	0.4670339471290223	0.8934271123648291	0.4166666567325592	0.4166666567325592	0.5	0.8852704127574261	0.3636363744735718	3.5	CONTRADICTION
163	People are walking outside a building that has many murals on it	Nobody is in front of the colorful building	0.0	0.06879832851224876	0.012127770204182093	0.0	0.05704102941148707	0.01037377788193353	0.29684197758674696	0.0028957741931632916	0.012127770204182093	0.009019565307814425	0.017950121660492015	0.7370277311900888	0.05263157933950424	0.05263157933950424	0.05882352963089943	0.6963106238227914	0.05882352963089943	3.6	NEUTRAL
164	People are walking outside the building that has several murals on it	Several people are in front of a colorful building	0.0	0.0722176979848675	0.011813356363215819	0.0	0.0424591919789197	0.0085868141150345	0.29684197758674696	0.0	0.011813356363215819	0.015111776476137704	0.012212855758406143	0.808135229794045	0.10526315867900848	0.10526315867900848	0.0555555559694767	0.7705289916987292	0.0555555559694767	3.6	ENTAILMENT
170	A family is watching a little boy who is hitting a baseball	A family is watching a little boy who is missing a baseball	0.14281532426520138	1.0	0.5793437607335487	0.16244038092402252	1.0	0.5893820457633985	1.0	0.3459877682393904	0.5793437607335487	0.3606987508070283	0.6904236362382531	1.0	0.8181818127632141	0.8181818127632141	0.800000011920929	1.0	0.800000011920929	3.9	NEUTRAL
173	A child is hitting a baseball	A family is watching a little boy who is missing a baseball	0.01400870747060385	0.4127504854493025	0.12117746044494677	0.011296942312682601	0.4346600013127175	0.12391315025959551	0.5176735416776715	0.049717113343756836	0.12117746044494677	0.04884127985806434	0.18449527424000342	0.9509298551358543	0.3333333432674408	0.3333333432674408	0.4000000059604645	0.9509298551358543	0.4000000059604645	3.015	NEUTRAL
176	A child is missing a baseball	A family is watching a little boy who is hitting a baseball	0.01400870747060385	0.4127504854493025	0.12117746044494677	0.011296942312682601	0.4346600013127175	0.12391315025959551	0.5176735416776715	0.040901349041615166	0.12117746044494677	0.038661732499942356	0.18340562775894223	0.9509298551358543	0.3333333432674408	0.3333333432674408	0.4000000059604645	0.9509298551358543	0.4000000059604645	2.7	NEUTRAL
